parent_hashtag,hashtag_count,media_id_hashed,image_url,image,image_found,Instagram_auto_desc,post_date,description,desc_hashtags,is_commercial?,is_paid_partnership?,likes,comments,media_type
climatechangehoax,11261,9a6c35b64525272c,https://drive.google.com/uc?export=view&id=1ri0s0GUWwuNrJxDVFsd3hMYARBPnLEFB,,TRUE,text that says 'What if You Wanted to live on a planet that isn't burnt-to ground +0.30 0% What about the funny Butneoliberalssa BUe imaginary numbers?'.,2021-05-09,,"{'politicalmemes', 'memes', 'alllivesmatter', 'benshapiro', 'conservativememes', 'militarymemes', 'climatechangehoax', 'dankmemes', 'bluelivesmatter', 'leftistmemes'}",not_commercial,No,143,2,Image
climatechangehoax,11261,fe84a79245a05d8e,https://drive.google.com/uc?export=view&id=18878qJh_g0BGyMfBAP2fsnz3F5ahZb2o,,TRUE,"one or more people and text that says 'HEY JOE, DOES IMPORTED OIL POLLUTE LESS? OR IS IT THAT YOU GET A KICKBACK? @freedommomma_unfiltered'.",2022-03-01,Read the full article - link in bio ♥️,"{'impeachbiden', 'hunterbiden', 'fjb', 'traderjoe', 'notmypresident', 'bidenmemes', 'americafirst', 'climatechangehoax', 'americanmade'}",not_commercial,No,783,8,Image
climatechangehoax,11261,867577ca434f8023,https://drive.google.com/uc?export=view&id=1YDavZO66JQ4gKS51gFlKcptVdEJGUybv,,TRUE,"text that says 'V for UNITY EQUALITY Will Climate Change Cause the End of Human Existence? The climate emergency isn't something we can self-isolate from, so we need to be as prepared as possible. #UnityForEquality'.",2021-01-20,,"{'climatechangeadaptation', 'climatechangeisreal', 'climatechangeprotest', 'climatechangememes', 'climatechangedeniers', 'climatechanges', 'climatechangestrike', 'climatechanged', 'climatechangeeffects', 'climatechangematters', 'climatechangemitigation', 'climatechangeimpact', 'climatechangemarch', 'climatechangeart', 'climatechangeaction', 'climatechangethefacts', 'climatechangenow', 'climatechangesolutions', 'climatechangehoax', 'climatechangeawareness'}",not_commercial,No,180,1,Image
climatechangehoax,11261,fa8575a97e22499d,https://drive.google.com/uc?export=view&id=1zC5nMQAND3buxTQO9SQDurmk-qDr9BsQ,,TRUE,"text that says 'Candace Owen @RealCandaceO californiadesigngroup At this moment, our governments are telling us when to open our businesses, when to see our family, and when and how we are allowed to BREATHE. This is NOT America. This is not FREEDOM. This is NOT about safety or a virus. This is about implementing SOCIALISM. Wake up.'.",2020-11-02,#IWD2022,"{'latinosfortrump', 'saveamerica', 'defendthepolice', 'blmisaterroristorganization', 'blacksfortrump', 'bidenlies', 'recallnewsom', 'humantrafficking', 'Repost', 'iusedtobeademocrat', 'bidensucks', 'endchildsextrafficking', 'antifaterrorists', 'mexicansfortrump', 'savecalifornia', 'liberalindoctrination', 'coyote', 'seektruth', 'recallgavinnewsom', 'latinos4trump', 'california', 'savethechildern', 'indoctrination', 'cnnlies', 'blacks4trump', 'endhumantrafficking', 'wakeup', 'climatechangehoax', 'woke'}",not_commercial,No,216,3,Image
climatenews,10888,384a3c38b69ad80e,https://drive.google.com/uc?export=view&id=1R4-3JrvBYt2BAPB84zAv6R_gX6UzAMsf,,TRUE,"Photo by Climate Tracker in Worldwide with @ecopracticas, @environmentalworkinggroup, @anantaraeasternmangroves, @mangroveschoolofsarasota, @sabrina.sustainable.life, @nature, @sustainabili.teens, @climate_memes, @the.eco.warrior, @climemechange, @chicksforclimate, @suzie_hicks_climate_chick, @millennials_for_environment, @consciouslyelle, @allthingsenvironment, @youthclimatesaveaustralia, and @mangrovesforourfuture.",2020-12-15,"For this #InternationalWomensDay, I worked with @xxx to amplify the messages of ten amazing women leading the climate movement around the world. This is what they said 👆🏼","{'climateaction', 'people', 'nature', 'co2', 'protection', 'activism', 'planetearth', 'climatejournalism', 'earth', 'climatetracker', 'climatechange', 'worldwide', 'environment', 'mangroves', 'trees', 'ocean', 'plants', 'water', 'climatesolutions', 'journalism', 'action', 'wearetrackers', 'climatenews'}",not_commercial,No,239,6,Image
climatenews,10888,6028def35979abc1,https://drive.google.com/uc?export=view&id=1mDKFkVPQXJ0DpCueMQnU_ggtjOWVld1K,,TRUE,"Blue watercolor background with the text ‚Äúif we can change the climate for the worse, we can change the climate for the better‚Äù",2021-08-13,,"{'climatecrisis.\u2060', 'IPCC'}",not_commercial,No,2392,45,Image
climatenews,10888,a5a171ca41575507,https://drive.google.com/uc?export=view&id=1vH4ehVTkk28-D72IW38zmxETMK2E3fjS,,TRUE,sky and text that says 'THE NETHERLANDS' MOST SUSTAINABLE CITY IS PLANNING TO 'GREEN' EVERY ROOF IN THE DISTRICT. The Environment News'.,2020-04-18,"Women are disproportionately affected by the climate crisis, and we cannot achieve climate justice without uplifting and protecting women. We need more women in climate leadership positions, and our approaches to climate action must be equitable - giving women equal access + equal say. ",set(),not_commercial,No,3886,80,Image
climatenews,10888,bee452f48acfa36c,https://drive.google.com/uc?export=view&id=1Ooc46BPBt1s-m_b_07A0_dzwO9K8MQil,,TRUE,big cat and text that says 'GROUNDBREAKING RAINFOREST PROTECTION BILL AWAITS SIGNATURE IN CALIFORNIA lady freethinker'.,2021-09-28,,"{'climateaction', 'enddeforestation', 'sustainability', 'rainforestprotection', 'coexist', 'rainforest', 'stopclimatechange', 'stopdeforestation', 'climatechange', 'protectnature', 'savetherainforest', 'greenhousegasemissions', 'speakforthetrees', 'savewildlife', 'protectwildlife', 'california', 'voiceforthevoiceless', 'voiceforanimals', 'safetherainforests', 'combatclimatechange', 'habitat', 'savenature', 'carbonstorage', 'habitatconservation', 'californianews', 'carbonsink', 'climatenews', 'animalnews'}",not_commercial,No,207,11,Image
climatenews,10888,86ae91921220d7f9,https://drive.google.com/uc?export=view&id=1qDECMEk5ub-i8eUJHadbhLgoosqX53QJ,,TRUE,nature.,2021-09-21,Read the full article - link in bio ♥️,"{'pbmm_climate', 'climatechaserz'}",not_commercial,No,222,20,Image
climatenews,10888,7661b52e31788721,https://drive.google.com/uc?export=view&id=1MoZmSqp6otMHEa7ckkEsYBO5jOdE1jOu,,TRUE,text that says '11 Posts Bashe ·äï·äï>·äï·äï·äï·äï 84 107 Followers Following Earth Based Brand Earth Based 368 Posts 10 k 7.389 Followers Following Earth Based Brand'.,2021-03-17,,"{'climateribbon', 'globalwarmingsolving', 'globalwarmingishere', 'ClimateBootCamp', 'climatecontrol', 'climatenews', 'climatescience', 'climateride', 'globalwarmingmum', 'ClimateHope', 'climatefinance', 'earthbased', 'climateactionnow', 'earty', 'climatechaos', 'climatereality', 'newearthstoryexpedition', 'ClimateRealityProject', 'climatevegan', 'climatejustice', 'climatechangehoax', 'globalwarmingriders', 'newearthstory', 'ClimateComic', 'climaterevolution', 'globalwarmingisahoax'}",not_commercial,No,187,7,Image
climatenews,10888,3b8e149c4ed6fe9f,https://drive.google.com/uc?export=view&id=1pzWN-qQZTmOg4AvDwWC4O1SRmuFX_XGO,,TRUE,"animal, grass and text that says 'Study concludes that a shift to plant-based based diets could have MASSIVE implications for GHG emissions.'.",2022-01-18,#IWD2022,set(),not_commercial,No,129,5,Image
climatenews,10888,60bd3042ea56870d,https://drive.google.com/uc?export=view&id=1jJVRpaQKTYoTtNuCK3-Y_LDTuHHOgzbE,,TRUE,"A female beaver emerges at dusk at Poole Farm, Plymouth",2021-10-21,"For this #InternationalWomensDay, I worked with @xxx to amplify the messages of ten amazing women leading the climate movement around the world. This is what they said 👆🏼","{'climatechange', 'beavers', 'plymouthuk', '300mm', 'nikonz', 'beaverdam', 'beaver', 'ukconservation', 'nikonz7ii', 'rewildingbritain', 'conservationphotography', 'rewilding', 'climatenews'}",not_commercial,No,247,16,Image
climatenews,10888,57b54d90c10d6ea5,,,FALSE,"one or more people, people standing and footwear.",2022-01-20,,set(),not_commercial,No,3,32,Carousel
climatenews,10888,57b54d90c10d6ea5,,,FALSE,"one or more people, people standing and high-heeled shoes.",2022-01-20,"Women are disproportionately affected by the climate crisis, and we cannot achieve climate justice without uplifting and protecting women. We need more women in climate leadership positions, and our approaches to climate action must be equitable - giving women equal access + equal say. ",set(),not_commercial,No,3,32,Carousel
climatecatastrophe,10464,8dba0455824b143b,https://drive.google.com/uc?export=view&id=1ocFEWa8MPYijqeaQYXHt7jEYrEHP66Ti,,TRUE,text that says 'Food's Contribution to @ReduceWasteNow Climate Change Source: CSS University of Michigan Beef Cheese Pork Poultry Eggs Rice Legumes 0 2 6 Pounds of CO2 per serving 8'.,2020-08-16,,"{'schoolstrike4climate', 'plantbaseddiet', 'sustainability', 'climatecatastrophe', 'climatechangeisreal', 'plantbased', 'fridaysforfuture', 'co2', 'nature', 'climate', 'lessmeat', 'globalwarming', 'carbonfootprint', 'vegan', 'gretathunberg', 'savetheplanet', 'environment', 'climatestrike', 'zerowastejourney', 'globalstrikeforfuture', 'climatechangeawareness'}",not_commercial,No,1544,36,Image
climatecatastrophe,10464,bc73586997ccf209,https://drive.google.com/uc?export=view&id=1r71RPhTHHxr-E1QsdECby2v7UR8mqj_M,,TRUE,"Photo by Hosea Rosenberg in Boulder, Colorado.",2020-09-07,Read the full article - link in bio ♥️,"{'vote', 'climatecatastrophe'}",not_commercial,No,931,42,Image
climatecatastrophe,10464,5b6699676243205f,https://drive.google.com/uc?export=view&id=1UrgM43Nael6-uLW4MDw7-X-aKjDjjNUj,,TRUE,"one or more people, people standing, outdoors and text that says 'SYSTEM CHANGE NOT CLIMATE CHANGE'.",2021-08-10,,"{'IPCC', 'renewableenergy', 'systemchangenotclimatechange', 'ClimateChange', 'climatecatastrophe', 'bethechange', 'endfossilfuels', 'climatescience', 'sealevelrise', 'globalwarming', 'climatecrisis', 'unitednations', 'climatemovement', 'ipccreport', 'cop26', 'climateactionnow'}",not_commercial,No,503,26,Image
climatecatastrophe,10464,c84f8c538b663fca,https://drive.google.com/uc?export=view&id=1N-pkzkvC1RiC6hCEVR8tdNSR9joT2WSq,,TRUE,"one or more people and text that says 'YOU CAN JAIL THE RESISTOR, BUT NOT THE RESISTANCE'.",2021-08-12,#IWD2022,set(),not_commercial,No,1142,15,Image
climatecatastrophe,10464,a500d64eb1fa2d57,https://drive.google.com/uc?export=view&id=1Reo3PR5nDsZYPanBZtCCESxlNH2cP0kb,,TRUE,text that says 'PSST THE WAY CAPITALISTS TREATED THE LOWER CLASSES DURING COVID (UTTER DISREGARD FOR MASS DEATH/ DISPLACEMENT) IS OUR PREVIEW OF HOW SHIT IS GONNA PLAY OUT WITH THE CLIMATE CRISIS. @CRAPPYFUMES'.,2021-06-14,"For this #InternationalWomensDay, I worked with @xxx to amplify the messages of ten amazing women leading the climate movement around the world. This is what they said 👆🏼",set(),not_commercial,No,1173,22,Image
climatecatastrophe,10464,481b9dbf110ac51a,https://drive.google.com/uc?export=view&id=19pKyHSg_2yvhDVnDQT3nIsLoETnH2go5,,TRUE,text that says 'WE ARE HERE stylised global mean temperatures 1850- -2200; design @alxrdk based warming stripes hawkins'.,2021-08-12,,"{'renewableenergy', 'climatecatastrophe', 'mindthegap', 'netzero', 'leadership', 'earth', 'alxrdk', 'parisagreement', 'unitednations', 'noplanetb', 'ipcc', 'unitebehindthescience', 'hope', 'climatechange', 'climatereality', 'regeneration', 'drawdown', 'sdgs', 'tippingpoint', 'climatecrisis', 'climateactionnow'}",not_commercial,No,164,15,Image
climatecatastrophe,10464,96ebcb700a113f6e,https://drive.google.com/uc?export=view&id=1RVglJLJbPjW5zHlsgFi2oScJoGA7GKfX,,TRUE,"text that says 'CLEAN AIR FOOD FOODFOR FOR EVERYONE THRIVING WILDLIFE MORE GREEN SPACES HEALTHY, PLASTIC-FREE OCEANS THE NEW NORMAL STABLE CLIMATE SUSTAINABLE ECONOMY HEALTHY PEOPLE HEALTHY FORESTSAND FORESTS AND HABITATS FAIR AND EQUAL SOCIETY @wwf_uk'.",2020-06-27,"Women are disproportionately affected by the climate crisis, and we cannot achieve climate justice without uplifting and protecting women. We need more women in climate leadership positions, and our approaches to climate action must be equitable - giving women equal access + equal say. ","{'NewNormal', 'climateaction', 'climatecatastrophe', 'NoPlanetB', 'nature', 'environmentart', 'environmentaljustice', 'climate', 'endracism', 'economicequality', 'climateactionforall', 'DontTradeOurPlanet', 'environmentalgraphics', 'environmentalism', 'climatechange', 'lockdown', 'climateactivism', 'environmentallyfriendly', 'ecosystem', 'COVID19', 'ClimateAction', 'thenewnormal', 'FightForYourWorld', 'endclimatechange', 'coronavirus', 'COVID-19', 'LifeAfterLockdown'}",not_commercial,No,151,5,Image
climatecatastrophe,10464,265ce2939d9a6d30,https://drive.google.com/uc?export=view&id=1aW1aYKu_bgnvP9vO9wt0tYnGMvrNE_Fg,,TRUE,"Photo by Sl√≠ Eile in Canadian Embassy Dublin with @yintah_access, and @wetsuweten_checkpoint. May be an illustration of text.",2021-12-01,,"{'wetsuwetensolidarity', 'climateaction', 'climatechaos', 'climatecatastrophe', 'landback', 'freesleydo', 'shutdowncanada', 'nomorepipelines', 'wetsuwetenstrong', 'nomorefossilfuels', 'nofrackedgas', 'climatejustice', 'shalemustfall', 'alloutforwedzinkwa'}",not_commercial,No,124,3,Image
climatecatastrophe,10464,ad7b16218536b0c5,https://drive.google.com/uc?export=view&id=1BGXmBUUaDG7ingfl6WrmAmll0j3t26hB,,TRUE,"Photo by becca lowry on January 25, 2020.",2020-03-19,Read the full article - link in bio ♥️,"{'ctartist', 'climatecatastrophe', 'womenwoodworkers', 'havingbabieswillnotsaveus', 'earthavengers', 'inthestudio', 'theworldwillbebetteroffwithoutus', 'seattleartist', 'themountainswillstillbehere', 'newamericanpaintings', 'ifonlyicouldbuildsomething', 'woodcarving', 'ecoanxiety'}",not_commercial,No,209,25,Image
climatestrikes,10269,538572122028bc8d,https://drive.google.com/uc?export=view&id=1GQPTWKJfaSN3Aw6muQt_2lEOeKhlSF2R,,TRUE,"one or more people, people standing, outdoors and text that says 'FUCK EACH OTHER, NOT THE PLANET ardian ardian'.",2020-08-01,,"{'earthprotector', 'flattenthecurve', 'schoolstrike4climate', 'facetheclimateemergency', 'climatechangeisreal', 'teenactivist', 'changethesystem', 'tellitlikeitis', 'makelovenotwar', 'fridaysforfuture', 'ecocide', 'teenvoice', 'ourkidsfuture', 'endecocide', 'actnowforfuture', 'youthaction', 'parentsforfuture', 'futuregeneration', 'waterislife', 'weneedleaders', 'activistlife', 'schoolstrike', 'climatestrikes', 'youthclimatestrike', 'youthvoice', 'climatestrikeonline', 'earthprotectors', 'capitalismkills', 'ecoactionfamilies'}",not_commercial,No,260,5,Image
climatestrikes,10269,435ea80ab9a8b712,https://drive.google.com/uc?export=view&id=10q92DDdhN0zCZn5OBb4sveDy6p0yvZ7L,,TRUE,text that says 'WHEN THE LAST TREE HAS Been FELLED'.,2021-04-23,#IWD2022,"{'climateaction', 'handcarved', 'politicalartist', 'climatechangeisreal', 'gardengallery', 'handfont', 'gardenart', 'earthday', 'handdrawnletters', 'politicalart', 'xr', 'handmade', 'madebyhand', 'climatechange', 'gretathunberg', 'welshart', 'welshartist', 'oriel', 'climatechangeart', 'climateemergency', 'slate', 'davidattenborough', 'gardensculpture', 'climatestrikes', 'handlettering', 'climatejustice', 'climatechangeawareness', 'climatecrisis', 'welshslate', 'lettercutting'}",not_commercial,No,139,0,Image
climatestrikes,10269,e4b4df206fdb8f5f,https://drive.google.com/uc?export=view&id=1FkmOlUV-a8WDHAWPiu0Pa2KLjOKmEPg4,,TRUE,"one or more people, people standing and outdoors.",2021-08-23,"For this #InternationalWomensDay, I worked with @xxx to amplify the messages of ten amazing women leading the climate movement around the world. This is what they said 👆🏼","{'actnow', 'renewableenergy', 'climatecontrol', 'nature', 'ecowarrior', 'stopclimatechange', 'activism', 'savetheearth', 'ecofriendly', 'earthday', 'sustainabilitymatters', 'environmentalart', 'youth', 'carbonfootprint', 'savetheenvironment', 'activist', 'protest', 'climatereality', 'motherearth', 'sustainableliving', 'impossiblerebellion', 'environmentallyfriendly', 'gogreen', 'climatestrikes', 'climatechangethefacts', 'saveourplanet', 'extinctionrebellion', 'globalclimatestrike', 'future'}",not_commercial,No,113,1,Image
climatestrikes,10269,81314c94003ffd51,https://drive.google.com/uc?export=view&id=1QQVX6fYM1Io33gwkYPSG69F1eaHU7cA-,,TRUE,text that says 'ROYAL RI PAVILION S WE DON'T WANT YOUR HOPE ACTION YOUR WE UTENGINE UU WANT PA'.,2020-07-10,,"{'flattenthecurve', 'schoolstrike4climate', 'raisingawareness', 'studying', 'climatechangeisreal', 'changethesystem', 'fridaysforfuture', 'Climatestrike-', 'ecologicalbreakdown.', 'changing', 'globalwarming', 'actnowforfuture', 'youthaction', 'parentsforfuture', 'demanding', 'takingaction', 'weneedleaders', 'gretathunberg', 'changingtheconversation', 'schoolstrike', 'protesting', 'climatestrikes', 'campaigning', 'learning', 'youthclimatestrike', 'networking', 'climatestrikeonline', 'climatecrisis', 'ecoactionfamilies', 'visualising'}",not_commercial,No,286,11,Image
climatestrikes,10269,ae741118b5d9f0c3,https://drive.google.com/uc?export=view&id=16nfRLq9VD1iUaDGxTMP9sxB97xQh9Ryf,,TRUE,"one or more people, people standing, outdoors and text that says 'RED LUCRAFT Ho 1A NoW I KNOW THIS IS SCARY BUT WE ARE BRAVER TOGETHER NOW LET'S FACE IT'.",2021-01-08,"Women are disproportionately affected by the climate crisis, and we cannot achieve climate justice without uplifting and protecting women. We need more women in climate leadership positions, and our approaches to climate action must be equitable - giving women equal access + equal say. ","{'actnow', 'covid_19', 'facetheclimateemergency', 'deepadaptation', 'extinctionrebellion', 'onlyoneearth', 'nigeria', 'fridaysforfuture', 'extinctionisforever', 'makechangehappen', 'onlineactivism', 'rebelforlife', 'youthclimateleaders', 'makechanges', 'groupwork', 'youthstrike4climate', 'gretathunberg', 'hs2', 'namibia🇳🇦', 'workthatreconnects', 'youthstrikeforclimate', 'regeneration', 'climatestrike', 'climatestrikes', 'youthclimatestrike', 'communityaction', 'climatestrikeonline', 'riseuptogether', 'happymantree', 'climatecrisis'}",not_commercial,No,232,0,Image
climatestrikes,10269,5804be28d8b91d75,https://drive.google.com/uc?export=view&id=1kjwxdfPB1ipMkQ1QCmJSEHrYufalJhVr,,TRUE,"Photo shared by RADII on January 28, 2021 tagging @howey_ou.",2021-01-28,,set(),not_commercial,No,162,6,Image
climatestrikes,10269,70eed454ecb48368,https://drive.google.com/uc?export=view&id=1u3CMYuwN4RLNUPDxHIYEx_JW0amEa142,,TRUE,"Photo by Eco Earth Market¬Æ on February 18, 2021.",2021-02-18,Read the full article - link in bio ♥️,"{'climateaction', 'actnow', 'schoolstrike4climate', 'climateactivist', 'climatechangeisreal', 'schoolstrike4climateaction', 'climateprotest', 'globalwarmingisreal', 'ecoearth', 'environmental', 'schoolclimatestrike', 'fossilfuel', 'globalwarming', 'schoolstrikeforclimate', 'dontbeafossilfool', 'ecoearthmarket', 'fossilfree', 'environmentalist', 'climatechange', 'climateactivism', 'climateemergency', 'schoolstrike', 'climatestrike', 'climatestrikes', 'climatechangethefacts', 'climatestrikeonline', 'climatechangeawareness', 'climatecrisis', 'climateactionnow', 'fossilfuels'}",not_commercial,No,111,7,Image
climatestrikes,10269,6e1c01ce9b991aac,https://drive.google.com/uc?export=view&id=1i4Bqcb3C4qLySyg5uSMOE7g_nnTeJU4f,,TRUE,"Photo by Michele oliveira on April 05, 2021. May be a cartoon of body of water and text that says 'PLASTICS AGAIN? YEAH, THEY WERE OUT OF FISH.'.",2021-04-05,,"{'climatechanges', 'plasticproblem', 'zeroplastics', 'globalwarming', 'protecttheoceans', 'cleanseas', 'plasticpollutes', 'cleanplanet', 'cleanup', 'noplastics', 'gretathunberg', 'savetheplanet', 'savetheocean', 'planetorplastic', 'protecttheplanet', 'zerowasteliving', 'climatestrikes', 'trash', 'DoneWithPlastic', 'sdgs', 'plasticfree', 'plasticpollution'}",not_commercial,No,199,5,Image
climatestrikes,10269,ef2fdbd21fc2af4a,https://drive.google.com/uc?export=view&id=1sPBdlVlx6AcAmx9cBrzwOB-v8kZ0HT3C,,TRUE,text that says 'EARTH DAY50 TOGETHER WECAN. A'.,2020-04-22,#IWD2022,"{'styleblogger', 'myroyalwardrobe', 'katemiddleton', 'TogetherWeCan', 'copykate', 'royalstyle', 'EarthDay50!', 'mycountryhome', 'fashionblogger', 'englishcountryside', 'countryliving', 'southernliving', 'royalwardrobe', 'zara', 'replikate', 'myroyalcloset', 'britishroyalfamily', 'naturephotography', 'lkbennett', 'barbour', 'ClimateStrikes', 'ClimateAction', 'realkate', 'bbc'}",not_commercial,No,431,14,Image
climatechangesolutions,10458,81e4bdab3ffe2452,,,FALSE,text that says 'Solutions to the climate crisis A Non Exhaustive List Atmos'.,2020-09-26,"For this #InternationalWomensDay, I worked with @xxx to amplify the messages of ten amazing women leading the climate movement around the world. This is what they said 👆🏼","{'climateaction', 'climateactivist', 'atmosphere', 'plantbased', 'environmentaljustice', 'climate', 'socialjustice', 'globalwarming', 'reforestation', 'foodwaste', 'carbonneutral', 'vegan', 'environmentalism', 'climatechange', 'atmosmag', 'greenhousegases', 'climateemergency', 'environment', 'carbon', 'education', 'fossilfuels', 'zerocarbon', 'climatechangesolutions', 'climatejustice', 'carbondioxide', 'climatesolutions', 'climatecrisis', 'atmos', 'carbonzero'}",not_commercial,No,4227,77,Carousel
climatechangesolutions,10458,81e4bdab3ffe2452,,,FALSE,"text that says 'No more fossil fuels No easy task, but phasing out fossil fuel-fired power plants, vehicles, ships and factories at the end of their lifetime and replacing them with carbon alternatives gives us 65% chance of keeping global warming below 1.5¬∞C. Replacing these with green energy alternatives where possible such as solar, wind and wave power will allow for more sustainable energy production. Source: Nature Communications Atmos'.",2020-09-26,,"{'climateaction', 'climateactivist', 'atmosphere', 'plantbased', 'environmentaljustice', 'climate', 'socialjustice', 'globalwarming', 'reforestation', 'foodwaste', 'carbonneutral', 'vegan', 'environmentalism', 'climatechange', 'atmosmag', 'greenhousegases', 'climateemergency', 'environment', 'carbon', 'education', 'fossilfuels', 'zerocarbon', 'climatechangesolutions', 'climatejustice', 'carbondioxide', 'climatesolutions', 'climatecrisis', 'atmos', 'carbonzero'}",not_commercial,No,4227,77,Carousel
climatechangesolutions,10458,81e4bdab3ffe2452,,,FALSE,"text that says 'Cut out food waste The UN stated that if food waste was a country, it would be the third highest greenhouse gas emitter behind China and the US. It's estimated that around 1/3 of food globally goes to waste- -in the growing, production, retail and eventually consumer ges-responsible for 6% of global emissions. Sources: Scientific American, WWF, Our World in Data Atmos'.",2020-09-26,"Women are disproportionately affected by the climate crisis, and we cannot achieve climate justice without uplifting and protecting women. We need more women in climate leadership positions, and our approaches to climate action must be equitable - giving women equal access + equal say. ","{'climateaction', 'climateactivist', 'atmosphere', 'plantbased', 'environmentaljustice', 'climate', 'socialjustice', 'globalwarming', 'reforestation', 'foodwaste', 'carbonneutral', 'vegan', 'environmentalism', 'climatechange', 'atmosmag', 'greenhousegases', 'climateemergency', 'environment', 'carbon', 'education', 'fossilfuels', 'zerocarbon', 'climatechangesolutions', 'climatejustice', 'carbondioxide', 'climatesolutions', 'climatecrisis', 'atmos', 'carbonzero'}",not_commercial,No,4227,77,Carousel
climatechangesolutions,10458,81e4bdab3ffe2452,,,FALSE,"text that says 'Infrastructure upgrades Buildings worldwide contribute around 1/3 of all greenhouse gas emissions and poorly constructed roads contribute to poor fuel economy. Building greener, energy-efficient energy- buildings and using renewable energy in concrete production will dramatically cut emissions. Source: Scientific American Atmos'.",2020-09-26,,"{'climateaction', 'climateactivist', 'atmosphere', 'plantbased', 'environmentaljustice', 'climate', 'socialjustice', 'globalwarming', 'reforestation', 'foodwaste', 'carbonneutral', 'vegan', 'environmentalism', 'climatechange', 'atmosmag', 'greenhousegases', 'climateemergency', 'environment', 'carbon', 'education', 'fossilfuels', 'zerocarbon', 'climatechangesolutions', 'climatejustice', 'carbondioxide', 'climatesolutions', 'climatecrisis', 'atmos', 'carbonzero'}",not_commercial,No,4227,77,Carousel
climatechangesolutions,10458,81e4bdab3ffe2452,,,FALSE,"text that says 'Fight disinformation TRUMP LIES ALL THE TIME JMP Climate facts and climate action have been hindered for years by the media, climate change deniers, fossil fuel industry leads and others with vested interests. They downplay and distort the evidence of climate change, lobby for policies that reward polluters, and attempt to undercut existing pollution standards. This barrage of disinformation misleads and confuses the public about the growing risks of global warming and makes it more difficult to implement the solutions we really need. Source: UCS USA Atmos'.",2020-09-26,Read the full article - link in bio ♥️,"{'climateaction', 'climateactivist', 'atmosphere', 'plantbased', 'environmentaljustice', 'climate', 'socialjustice', 'globalwarming', 'reforestation', 'foodwaste', 'carbonneutral', 'vegan', 'environmentalism', 'climatechange', 'atmosmag', 'greenhousegases', 'climateemergency', 'environment', 'carbon', 'education', 'fossilfuels', 'zerocarbon', 'climatechangesolutions', 'climatejustice', 'carbondioxide', 'climatesolutions', 'climatecrisis', 'atmos', 'carbonzero'}",not_commercial,No,4227,77,Carousel
climatechangesolutions,10458,81e4bdab3ffe2452,,,FALSE,"Photo by Atmos on September 26, 2020.",2020-09-26,,"{'climateaction', 'climateactivist', 'atmosphere', 'plantbased', 'environmentaljustice', 'climate', 'socialjustice', 'globalwarming', 'reforestation', 'foodwaste', 'carbonneutral', 'vegan', 'environmentalism', 'climatechange', 'atmosmag', 'greenhousegases', 'climateemergency', 'environment', 'carbon', 'education', 'fossilfuels', 'zerocarbon', 'climatechangesolutions', 'climatejustice', 'carbondioxide', 'climatesolutions', 'climatecrisis', 'atmos', 'carbonzero'}",not_commercial,No,4227,77,Carousel
climatechangesolutions,10458,81e4bdab3ffe2452,,,FALSE,"text that says 'Habitat restoration Habitats such as salt marsh and mangrove swamps can sequester carbon at rates of up to 40 times faster than forests. Protecting and restoring the current areas will keep a lid on the carbon already stored, while allowing and encouraging new areas to grow will trap yet more carbon from the atmosphere. Source: Project Drawdown Atmos'.",2020-09-26,#IWD2022,"{'climateaction', 'climateactivist', 'atmosphere', 'plantbased', 'environmentaljustice', 'climate', 'socialjustice', 'globalwarming', 'reforestation', 'foodwaste', 'carbonneutral', 'vegan', 'environmentalism', 'climatechange', 'atmosmag', 'greenhousegases', 'climateemergency', 'environment', 'carbon', 'education', 'fossilfuels', 'zerocarbon', 'climatechangesolutions', 'climatejustice', 'carbondioxide', 'climatesolutions', 'climatecrisis', 'atmos', 'carbonzero'}",not_commercial,No,4227,77,Carousel
climatechangesolutions,10458,81e4bdab3ffe2452,,,FALSE,"text that says 'Educate girls Humans rights are environmenta rights. They need to be at heart of all climate solutions to ensure the protection of all marginalised groups across the globe. Educating girls gives them a solid foundation for life. As whole, they receive higher wages, they're less likely to contract malaria or HIV, their families are more likely to flourish and they can be more effective stewards of food, soil, trees, and water in the face of climate change. Source: Project Drawdown Atmos'.",2020-09-26,Interesting but sad reality! 😢,"{'climateaction', 'climateactivist', 'atmosphere', 'plantbased', 'environmentaljustice', 'climate', 'socialjustice', 'globalwarming', 'reforestation', 'foodwaste', 'carbonneutral', 'vegan', 'environmentalism', 'climatechange', 'atmosmag', 'greenhousegases', 'climateemergency', 'environment', 'carbon', 'education', 'fossilfuels', 'zerocarbon', 'climatechangesolutions', 'climatejustice', 'carbondioxide', 'climatesolutions', 'climatecrisis', 'atmos', 'carbonzero'}",not_commercial,No,4227,77,Carousel
